央视,#genre#
安徽卫视,http://111.40.196.25/PLTV/88888888/224/3221225551/index.m3u8#http://117.148.179.177/PLTV/88888888/224/3221230215/index.m3u8#http://183.207.249.135/ott.js.chinamobile.com/PLTV/3/224/3221227558/index.m3u8#http://183.207.249.173/ott.js.chinamobile.com/PLTV/3/224/3221225634/index.m3u8#http://183.207.249.200/ott.js.chinamobile.com/PLTV/3/224/3221227498/index.m3u8#http://183.207.255.197/live/program/live/ahwshd/2300000/mnf.m3u8#http://183.207.255.197/live/program/live/ahwshd/4000000/mnf.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225691/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225737/index.m3u8#http://39.135.138.58:18890/PLTV/88888910/224/3221225691/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225691/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225541/index.m3u8?fmt=ts2hls#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225541/index.m3u8?fmt=ts2hls$9791#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225691/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225737/index.m3u8#http://iptv.tvfix.org/hls/ahhd.m3u8#http://satellitepull.cnr.cn/live/wxahws/playlist.m3u8#http://stream.slave.jxtvnet.tv:14311/playurl?playtype=live&protocol=http&accesstoken=R609DF27DU30963004K77360366I5D0110ACPBM356F868V0Z57EA5W167ED2234F88A5EE&programid=4200000135&playtoken=ABCDEFGH&auth=no
山东卫视,http://111.40.196.27/PLTV/88888888/224/3221225526/index.m3u8#http://117.148.179.137/PLTV/88888888/224/3221227909/index.m3u8#http://183.207.248.135/ott.js.chinamobile.com/PLTV/3/224/3221227517/index.m3u8#http://183.207.249.176/ott.js.chinamobile.com/PLTV/3/224/3221227310/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225697/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225738/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225697/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225484/index.m3u8?fmt=ts2hls#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225539/index.m3u8?fmt=ts2hls#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225697/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225738/index.m3u8#http://iptv.tvfix.org/hls/sdhd.m3u8#http://satellitepull.cnr.cn/live/wxsdws/playlist.m3u8#https://livealone302.iqilu.com/iqilu/sdtv.m3u8
广西卫视,http://111.40.196.27/PLTV/88888888/224/3221225601/index.m3u8#http://117.148.179.164/PLTV/88888888/224/3221231600/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225731/index.m3u8#http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000116#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225551/index.m3u8?fmt=ts2hls#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225731/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226211/index.m3u8?fmt=ts2hls#http://iptv.tvfix.org/hls/gxhd.m3u8#http://stream.slave.jxtvnet.tv:14311/playurl?playtype=live&protocol=http&accesstoken=R609DF27DU30963004K77360366I5D0110ACPBM356F868V0Z57EA5W167ED2234F88A5EE&programid=4200000125&playtoken=ABCDEFGH&auth=no
河北卫视,http://111.40.196.27/PLTV/88888888/224/3221225627/index.m3u8#http://117.148.179.179/PLTV/88888888/224/3221231411/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225732/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225732/index.m3u8$8877#http://39.134.116.30:8080/PLTV/88888910/224/3221225732/index.m3u8$8470#http://39.134.67.4:80/wh7f454c46tw3278127163_-581164761/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225623/1590395552-1.m3u8$8129#http://39.135.138.59:18890/PLTV/88888910/224/3221225732/index.m3u8$9294#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225544/index.m3u8?fmt=ts2hls#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225610/index.m3u8?fmt=ts2hls#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225732/index.m3u8#http://iptv.tvfix.org/hls/hebhd.m3u8#http://stream.slave.jxtvnet.tv:14311/playurl?playtype=live&protocol=http&accesstoken=R609DF27DU30963004K77360366I5D0110ACPBM356F868V0Z57EA5W167ED2234F88A5EE&programid=4200000558&playtoken=ABCDEFGH&auth=no#http://stream.slave.jxtvnet.tv:14311/playurl?playtype=live&protocol=http&accesstoken=R609DF27DU30963004K77360366I5D0110ACPBM356F868V0Z57EA5W167ED2234F88A5EE&programid=4200000558&playtoken=ABCDEFGH&auth=no$8623
吉林卫视,http://111.40.196.28/PLTV/88888888/224/3221225519/index.m3u8#http://117.148.179.164/PLTV/88888888/224/3221231472/index.m3u8#http://218.202.220.2:5000/nn_live.ts?id=STARTV#http://39.134.115.163:8080/PLTV/88888910/224/3221225680/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225680/index.m3u8$8934#http://39.134.115.163:8080/PLTV/88888910/224/3221225699/index.m3u8$8668#http://39.134.115.163:8080/PLTV/88888910/224/3221225704/index.m3u8$9189#http://39.134.115.163:8080/PLTV/88888910/224/3221225740/index.m3u8$8692#http://39.134.115.163:8080/PLTV/88888910/224/3221225741/index.m3u8$8271#http://39.134.115.163:8080/PLTV/88888910/224/3221225745/index.m3u8$8531#http://39.134.67.2:80/wh7f454c46tw3064244274_1386686514/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225627/1590395323-1.m3u8$8372#http://39.135.138.59:18890/PLTV/88888910/224/3221225680/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225680/index.m3u8$8707#http://39.135.138.59:18890/PLTV/88888910/224/3221225700/index.m3u8$8710#http://39.135.138.59:18890/PLTV/88888910/224/3221225704/index.m3u8$9461#http://39.135.138.59:18890/PLTV/88888910/224/3221225740/index.m3u8$8703#http://39.135.138.59:18890/PLTV/88888910/224/3221225741/index.m3u8$8388#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225553/index.m3u8?fmt=ts2hls#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225680/index.m3u8#http://stream.slave.jxtvnet.tv:14311/playurl?playtype=live&protocol=http&accesstoken=R609DF27DU30963004K77360366I5D0110ACPBM356F868V0Z57EA5W167ED2234F88A5EE&programid=4200000562&playtoken=ABCDEFGH&auth=no
甘肃卫视,http://111.40.196.28/PLTV/88888888/224/3221225639/index.m3u8#http://112.74.200.9:88/tv000000/m3u8.php?/migu/630287549#http://117.148.179.158/PLTV/88888888/224/3221231393/index.m3u8#http://117.169.120.140:8080/live/gansustv/.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225724/index.m3u8#http://39.134.35.205/PLTV/88888888/224/3221226240/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225724/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225536/index.m3u8?fmt=ts2hls#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225724/index.m3u8
宁夏卫视,http://111.40.196.29/PLTV/88888888/224/3221225641/index.m3u8#http://117.148.179.160/PLTV/88888888/224/3221231441/index.m3u8#http://117.169.120.140:8080/live/ningxiastv/.m3u8#http://183.207.248.168/ott.js.chinamobile.com/PLTV/3/224/3221225842/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225726/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225726/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225535/index.m3u8?fmt=ts2hls#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225726/index.m3u8#http://satellitepull.cnr.cn/live/wxnxws/playlist.m3u8#http://stream.slave.jxtvnet.tv:14311/playurl?playtype=live&protocol=http&accesstoken=R609DF27DU30963004K77360366I5D0110ACPBM356F868V0Z57EA5W167ED2234F88A5EE&programid=4200000090&playtoken=ABCDEFGH&auth=no#http://www.nxtv.com.cn/m2o/channel/play.php?channel_id=6
云南卫视,http://111.40.196.29/PLTV/88888888/224/3221225644/index.m3u8#http://112.74.200.9:88/tv000000/m3u8.php?/migu/630291417#http://117.148.179.141/PLTV/88888888/224/3221231499/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225664/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225538/index.m3u8?fmt=ts2hls#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225664/index.m3u8#http://stream.slave.jxtvnet.tv:14311/playurl?playtype=live&protocol=http&accesstoken=R609DF27DU30963004K77360366I5D0110ACPBM356F868V0Z57EA5W167ED2234F88A5EE&programid=4200000593&playtoken=ABCDEFGH&auth=no
东方卫视,http://111.40.196.30/PLTV/88888888/224/3221225509/index.m3u8#http://111.40.196.32/PLTV/88888888/224/3221225597/index.m3u8#http://117.148.179.160/PLTV/88888888/224/3221231738/index.m3u8#http://117.148.179.167/PLTV/88888888/224/3221231450/index.m3u8#http://183.207.248.136/ott.js.chinamobile.com/PLTV/3/224/3221227396/index.m3u8#http://183.207.248.144/ott.js.chinamobile.com/PLTV/3/224/3221227511/index.m3u8#http://183.207.249.135/ott.js.chinamobile.com/PLTV/3/224/3221227486/index.m3u8#http://183.207.249.173/ott.js.chinamobile.com/PLTV/3/224/3221225634/index.m3u8$8313#http://183.207.249.176/ott.js.chinamobile.com/PLTV/3/224/3221225798/index.m3u8$8272#http://183.207.255.197/live/program/live/hddfws/2300000/mnf.m3u8#http://183.207.255.197/live/program/live/hddfws/4000000/mnf.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225658/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225658/index.m3u8$9383#http://39.134.115.163:8080/PLTV/88888910/224/3221225659/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225690/index.m3u8$9436#http://39.134.115.163:8080/PLTV/88888910/224/3221225691/index.m3u8$8895#http://39.134.115.163:8080/PLTV/88888910/224/3221225696/index.m3u8$8919#http://39.134.115.163:8080/PLTV/88888910/224/3221225697/index.m3u8$8814#http://39.134.115.163:8080/PLTV/88888910/224/3221225701/index.m3u8$9233#http://39.134.115.163:8080/PLTV/88888910/224/3221225705/index.m3u8$8436
江西卫视,http://111.40.196.30/PLTV/88888888/224/3221225560/index.m3u8#http://112.74.200.9:88/tv000000/m3u8.php?/migu/630290852#http://117.148.179.141/PLTV/88888888/224/3221231964/index.m3u8#http://117.148.179.157/PLTV/88888888/224/3221231511/index.m3u8#http://183.207.249.176/ott.js.chinamobile.com/PLTV/3/224/3221225798/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225705/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225746/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225492/index.m3u8?fmt=ts2hls#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225583/index.m3u8?fmt=ts2hls#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225583/index.m3u8?fmt=ts2hls$8935#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225705/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225746/index.m3u8#http://iptv.tvfix.org/hls/jxhd.m3u8#http://satellitepull.cnr.cn/live/wx32jiangxws/playlist.m3u8#http://stream.slave.jxtvnet.tv:14311/playurl?playtype=live&protocol=http&accesstoken=R609DF27DU30963004K77360366I5D0110ACPBM356F868V0Z57EA5W167ED2234F88A5EE&programid=4200000107&playtoken=ABCDEFGH&auth=no
重庆卫视,http://111.40.196.31/PLTV/88888888/224/3221225514/index.m3u8#http://117.148.179.155/PLTV/88888888/224/3221231508/index.m3u8#http://183.207.255.197/live/program/live/cqws/1300000/mnf.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225692/index.m3u8$8841#http://39.134.115.163:8080/PLTV/88888910/224/3221225734/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225734/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225734/index.m3u8$8455#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225540/index.m3u8?fmt=ts2hls#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225540/index.m3u8?fmt=ts2hls$9431#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225612/index.m3u8?fmt=ts2hls#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225692/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225734/index.m3u8#http://iptv.tvfix.org/hls/cqhd.m3u8#http://satellitepull.cnr.cn/live/wxcqws/playlist.m3u8#http://stream.slave.jxtvnet.tv:14311/playurl?playtype=live&protocol=http&accesstoken=R609DF27DU30963004K77360366I5D0110ACPBM356F868V0Z57EA5W167ED2234F88A5EE&programid=4200000595&playtoken=ABCDEFGH&auth=no#http://stream.slave.jxtvnet.tv:14311/playurl?playtype=live&protocol=http&accesstoken=R609DF27DU30963004K77360366I5D0110ACPBM356F868V0Z57EA5W167ED2234F88A5EE&programid=4200000595&playtoken=ABCDEFGH&auth=no$8936
广东卫视,http://111.40.196.32/PLTV/88888888/224/3221225533/index.m3u8#http://117.148.179.141/PLTV/88888888/224/3221231891/index.m3u8#http://117.148.179.159/PLTV/88888888/224/3221231502/index.m3u8#http://183.207.248.136/ott.js.chinamobile.com/PLTV/3/224/3221227249/index.m3u8#http://183.207.249.140/ott.js.chinamobile.com/PLTV/3/224/3221227445/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225701/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225742/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225558/index.m3u8?fmt=ts2hls#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225597/index.m3u8?fmt=ts2hls#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225701/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225742/index.m3u8#http://iptv.tvfix.org/hls/gdhd.m3u8#http://stream.slave.jxtvnet.tv:14311/playurl?playtype=live&protocol=http&accesstoken=R609DF27DU30963004K77360366I5D0110ACPBM356F868V0Z57EA5W167ED2234F88A5EE&programid=4200000112&playtoken=ABCDEFGH&auth=no
辽宁卫视,http://111.40.196.34/PLTV/88888888/224/3221225593/index.m3u8#http://112.74.200.9:88/tv000000/m3u8.php?/migu/630291707#http://117.148.179.152/PLTV/88888888/224/3221231802/index.m3u8#http://183.207.248.165/ott.js.chinamobile.com/PLTV/3/224/3221227410/index.m3u8#http://183.207.248.166/ott.js.chinamobile.com/PLTV/3/224/3221227380/index.m3u8#http://183.207.248.172/ott.js.chinamobile.com/PLTV/3/224/3221227485/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225696/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225735/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225547/index.m3u8?fmt=ts2hls#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225601/index.m3u8?fmt=ts2hls#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225696/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225735/index.m3u8#http://iptv.tvfix.org/hls/lnhd.m3u8#http://stream.slave.jxtvnet.tv:14311/playurl?playtype=live&protocol=http&accesstoken=R609DF27DU30963004K77360366I5D0110ACPBM356F868V0Z57EA5W167ED2234F88A5EE&programid=4200000147&playtoken=ABCDEFGH&auth=no#http://stream.slave.jxtvnet.tv:14311/playurl?playtype=live&protocol=http&accesstoken=R609DF27DU30963004K77360366I5D0110ACPBM356F868V0Z57EA5W167ED2234F88A5EE&programid=4200000147&playtoken=ABCDEFGH&auth=no$8356
康巴卫视,http://111.40.196.38/PLTV/88888888/224/3221225648/index.m3u8
安多卫视,http://111.40.196.9/PLTV/88888888/224/3221225666/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226195/index.m3u8
四川卫视,http://117.148.179.142/PLTV/88888888/224/3221231885/index.m3u8#http://117.148.179.176/PLTV/88888888/224/3221231517/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225733/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225487/index.m3u8?fmt=ts2hls#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225532/index.m3u8?fmt=ts2hls#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225733/index.m3u8#http://iptv.tvfix.org/hls/schd.m3u8#http://satellitepull.cnr.cn/live/wxscws/playlist.m3u8#http://stream.slave.jxtvnet.tv:14311/playurl?playtype=live&protocol=http&accesstoken=R609DF27DU30963004K77360366I5D0110ACPBM356F868V0Z57EA5W167ED2234F88A5EE&programid=4200000038&playtoken=ABCDEFGH&auth=no
贵州卫视,http://117.148.179.160/PLTV/88888888/224/3221231676/index.m3u8#http://183.207.248.136/ott.js.chinamobile.com/PLTV/3/224/3221225787/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225728/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225728/index.m3u8$8777#http://39.134.67.6:80/wh7f454c46tw3234252491_-863849754/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225626/1590395522-1.m3u8$8193#http://39.135.138.59:18890/PLTV/88888910/224/3221225728/index.m3u8$8432#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225483/index.m3u8?fmt=ts2hls#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225537/index.m3u8?fmt=ts2hls#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225537/index.m3u8?fmt=ts2hls$9971#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225728/index.m3u8#http://iptv.tvfix.org/hls/gzhd.m3u8#http://satellitepull.cnr.cn/live/wx32qhws/playlist.m3u8#http://stream.slave.jxtvnet.tv:14311/playurl?playtype=live&protocol=http&accesstoken=R609DF27DU30963004K77360366I5D0110ACPBM356F868V0Z57EA5W167ED2234F88A5EE&programid=4200000124&playtoken=ABCDEFGH&auth=no#http://stream.slave.jxtvnet.tv:14311/playurl?playtype=live&protocol=http&accesstoken=R609DF27DU30963004K77360366I5D0110ACPBM356F868V0Z57EA5W167ED2234F88A5EE&programid=4200000124&playtoken=ABCDEFGH&auth=no$9068
厦门卫视,http://117.148.179.134/PLTV/88888888/224/3221229184/index.m3u8#http://183.207.249.198/ott.js.chinamobile.com/PLTV/3/224/3221226996/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226199/index.m3u8
黑龙江卫视,http://117.148.179.141/PLTV/88888888/224/3221231967/index.m3u8#http://117.148.179.162/PLTV/88888888/224/3221231520/index.m3u8#http://183.207.248.139/ott.js.chinamobile.com/PLTV/3/224/3221227492/index.m3u8#http://183.207.249.165/ott.js.chinamobile.com/PLTV/3/224/3221227514/index.m3u8#http://183.207.249.176/ott.js.chinamobile.com/PLTV/3/224/3221227323/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225690/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225736/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225542/index.m3u8?fmt=ts2hls#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225586/index.m3u8?fmt=ts2hls#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225690/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225736/index.m3u8#http://iptv.tvfix.org/hls/hljhd.m3u8#http://stream.slave.jxtvnet.tv:14311/playurl?playtype=live&protocol=http&accesstoken=R609DF27DU30963004K77360366I5D0110ACPBM356F868V0Z57EA5W167ED2234F88A5EE&programid=4200000113&playtoken=ABCDEFGH&auth=no
河南卫视,http://117.148.179.144/PLTV/88888888/224/3221231514/index.m3u8#http://117.169.30.5:6610/PLTV/88888888/224/3221225611/2/index.m3u8?fmt=ts2hls#http://117.169.30.75:6610/PLTV/88888888/224/3221225611/2/index.m3u8?fmt=ts2hls#http://117.169.30.78:6610/PLTV/88888888/224/3221225611/2/index.m3u8?fmt=ts2hls#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225545/index.m3u8?fmt=ts2hls#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225611/index.m3u8?fmt=ts2hls#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226196/index.m3u8#http://iptv.tvfix.org/hls/hnhd.m3u8
天津卫视,http://117.148.179.146/PLTV/88888888/224/3221228905/index.m3u8#http://183.207.249.142/ott.js.chinamobile.com/PLTV/3/224/3221227382/index.m3u8#http://183.207.249.143/ott.js.chinamobile.com/PLTV/3/224/3221225808/index.m3u8#http://183.207.249.199/ott.js.chinamobile.com/PLTV/3/224/3221227212/index.m3u8#http://183.207.249.206/ott.js.chinamobile.com/PLTV/3/224/3221227488/index.m3u8#http://183.207.255.197/live/program/live/tjwshd/2300000/mnf.m3u8#http://183.207.255.197/live/program/live/tjwshd/4000000/mnf.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225698/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225739/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225739/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225485/index.m3u8?fmt=ts2hls#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225556/index.m3u8?fmt=ts2hls#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225698/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225739/index.m3u8#http://iptv.tvfix.org/hls/tjhd.m3u8#http://stream.slave.jxtvnet.tv:14311/playurl?playtype=live&protocol=http&accesstoken=R609DF27DU30963004K77360366I5D0110ACPBM356F868V0Z57EA5W167ED2234F88A5EE&programid=4200000559&playtoken=ABCDEFGH&auth=no
青海卫视,http://117.148.179.151/PLTV/88888888/224/3221231435/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225727/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225546/index.m3u8?fmt=ts2hls#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225727/index.m3u8
内蒙古卫视,http://117.148.179.151/PLTV/88888888/224/3221231478/index.m3u8#http://183.207.249.175/ott.js.chinamobile.com/PLTV/3/224/3221225836/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225667/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225667/index.m3u8#http://live9.m2oplus.nmtv.cn/nmgws/hd/live.m3u8#http://satellitepull.cnr.cn/live/wx32nmgws/playlist.m3u8
陕西卫视,http://117.148.179.156/PLTV/88888888/224/3221231408/index.m3u8#http://183.207.248.175/ott.js.chinamobile.com/PLTV/3/224/3221227022/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225729/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225531/index.m3u8?fmt=ts2hls#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225729/index.m3u8#http://satellitepull.cnr.cn/live/wxsxxws/playlist.m3u8
东南卫视,http://117.148.179.160/PLTV/88888888/224/3221231414/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225657/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225657/index.m3u8$8784#http://39.134.115.163:8080/PLTV/88888910/224/3221225724/index.m3u8$8520#http://39.134.67.6:80/wh7f454c46tw3174568819_858033322/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225620/1590395483-1.m3u8$8166#http://39.135.138.59:18890/PLTV/88888910/224/3221225657/index.m3u8$8608#http://39.135.138.59:18890/PLTV/88888910/224/3221225724/index.m3u8$8760#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225536/index.m3u8?fmt=ts2hls$9880#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225552/index.m3u8?fmt=ts2hls#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225552/index.m3u8?fmt=ts2hls$9820#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225585/index.m3u8?fmt=ts2hls#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225657/index.m3u8#http://iptv.tvfix.org/hls/dnhd.m3u8#http://satellitepull.cnr.cn/live/wx32fjws/playlist.m3u8#http://satellitepull.cnr.cn/live/wxgsws/playlist.m3u8#http://stream.slave.jxtvnet.tv:14311/playurl?playtype=live&protocol=http&accesstoken=R609DF27DU30963004K77360366I5D0110ACPBM356F868V0Z57EA5W167ED2234F88A5EE&programid=4200000560&playtoken=ABCDEFGH&auth=no#http://stream.slave.jxtvnet.tv:14311/playurl?playtype=live&protocol=http&accesstoken=R609DF27DU30963004K77360366I5D0110ACPBM356F868V0Z57EA5W167ED2234F88A5EE&programid=4200000560&playtoken=ABCDEFGH&auth=no$8894
南方卫视,http://117.148.179.160/PLTV/88888888/224/3221231661/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226203/index.m3u8
兵团卫视,http://117.148.179.162/PLTV/88888888/224/3221231469/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226200/index.m3u8#http://test5.btzx.com.cn/live/btxjbtws.stream/playlist.m3u8
山西卫视,http://117.148.179.169/PLTV/88888888/224/3221231444/index.m3u8#http://183.207.249.235/ott.js.chinamobile.com/PLTV/3/224/3221225786/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225730/index.m3u8#http://httpdvb.slave.yqdtv.com:13164/playurl?playtype=live&protocol=http&playtoken=31603YEQXREOPEG10&auth=no&verifycode=14183&accesstoken=G79E6023V21307D1TD05FABJB53102ABM786710FEI3282697DK98BDA6&programid=4200000133#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225549/index.m3u8?fmt=ts2hls#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225730/index.m3u8#https://wstvalic.v.myalicdn.com/wstv/shan1xi_1/index.m3u8?adapt=0&BR=audio
